,entity_id,type,subtype,class,mention_id,mention_type,ldctype,start,end,mention,relation_id,tense,modality,arg1_mention_id,arg1_mention,arg2_mention_id,arg2_mention
10,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
11,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
12,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
13,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
14,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
15,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
16,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
17,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
18,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
19,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
20,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
21,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
22,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
23,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
24,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
25,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
26,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
27,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
28,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
29,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
30,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
31,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
32,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
33,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
34,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
35,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
36,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
37,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
38,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
39,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
40,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
41,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
42,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
43,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
44,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
45,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
46,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
47,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
48,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
49,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
50,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
51,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
52,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
53,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
54,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
55,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
56,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
57,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
58,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
59,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
60,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
61,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
62,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
63,AFP_ENG_20030305.0918-E152,PER-SOC,Family,['SPC'],AFP_ENG_20030305.0918-R52-1,NOM,NOM,5523,5540,their elder sister,AFP_ENG_20030305.0918-R52,Unspecified,Asserted,AFP_ENG_20030305.0918-E138-202,their,AFP_ENG_20030305.0918-E139-203,their elder sister
64,AFP_ENG_20030311.0491-E26,PHYS,Located,['GEN'],AFP_ENG_20030311.0491-R7-1,NOM,NOM,1314,1510,"Four months later, the billionaire was sentenced to one year in
prison and a 7.5-million-dollar fine over the price-fixing, which
prosecutors said had cost clients of both firms 400 million dollars",AFP_ENG_20030311.0491-R7,Unspecified,Other,AFP_ENG_20030311.0491-E6-13,the billionaire,AFP_ENG_20030311.0491-E11-14,prison
65,AFP_ENG_20030311.0491-E26,PHYS,Located,['GEN'],AFP_ENG_20030311.0491-R7-1,NOM,NOM,1314,1510,"Four months later, the billionaire was sentenced to one year in
prison and a 7.5-million-dollar fine over the price-fixing, which
prosecutors said had cost clients of both firms 400 million dollars",AFP_ENG_20030311.0491-R7,Unspecified,Other,AFP_ENG_20030311.0491-E6-13,the billionaire,AFP_ENG_20030311.0491-E11-14,prison
66,AFP_ENG_20030311.0491-E26,PHYS,Located,['GEN'],AFP_ENG_20030311.0491-R7-1,NOM,NOM,1314,1510,"Four months later, the billionaire was sentenced to one year in
prison and a 7.5-million-dollar fine over the price-fixing, which
prosecutors said had cost clients of both firms 400 million dollars",AFP_ENG_20030311.0491-R7,Unspecified,Other,AFP_ENG_20030311.0491-E6-13,the billionaire,AFP_ENG_20030311.0491-E11-14,prison
67,AFP_ENG_20030311.0491-E26,PHYS,Located,['GEN'],AFP_ENG_20030311.0491-R7-1,NOM,NOM,1314,1510,"Four months later, the billionaire was sentenced to one year in
prison and a 7.5-million-dollar fine over the price-fixing, which
prosecutors said had cost clients of both firms 400 million dollars",AFP_ENG_20030311.0491-R7,Unspecified,Other,AFP_ENG_20030311.0491-E6-13,the billionaire,AFP_ENG_20030311.0491-E11-14,prison
68,AFP_ENG_20030311.0491-E26,PHYS,Located,['GEN'],AFP_ENG_20030311.0491-R7-1,NOM,NOM,1314,1510,"Four months later, the billionaire was sentenced to one year in
prison and a 7.5-million-dollar fine over the price-fixing, which
prosecutors said had cost clients of both firms 400 million dollars",AFP_ENG_20030311.0491-R7,Unspecified,Other,AFP_ENG_20030311.0491-E6-13,the billionaire,AFP_ENG_20030311.0491-E11-14,prison
69,AFP_ENG_20030311.0491-E26,PHYS,Located,['GEN'],AFP_ENG_20030311.0491-R7-1,NOM,NOM,1314,1510,"Four months later, the billionaire was sentenced to one year in
prison and a 7.5-million-dollar fine over the price-fixing, which
prosecutors said had cost clients of both firms 400 million dollars",AFP_ENG_20030311.0491-R7,Unspecified,Other,AFP_ENG_20030311.0491-E6-13,the billionaire,AFP_ENG_20030311.0491-E11-14,prison
70,AFP_ENG_20030311.0491-E26,PHYS,Located,['GEN'],AFP_ENG_20030311.0491-R7-1,NOM,NOM,1314,1510,"Four months later, the billionaire was sentenced to one year in
prison and a 7.5-million-dollar fine over the price-fixing, which
prosecutors said had cost clients of both firms 400 million dollars",AFP_ENG_20030311.0491-R7,Unspecified,Other,AFP_ENG_20030311.0491-E6-13,the billionaire,AFP_ENG_20030311.0491-E11-14,prison
71,AFP_ENG_20030314.0238-E75,ORG-AFF,Employment,['USP'],AFP_ENG_20030314.0238-R19-1,NOM,NOM,4860,4871,US officials,AFP_ENG_20030314.0238-R19,Unspecified,Asserted,AFP_ENG_20030314.0238-E75-149,US officials,AFP_ENG_20030314.0238-E9-150,US
72,AFP_ENG_20030314.0238-E75,ORG-AFF,Employment,['USP'],AFP_ENG_20030314.0238-R19-1,NOM,NOM,4860,4871,US officials,AFP_ENG_20030314.0238-R19,Unspecified,Asserted,AFP_ENG_20030314.0238-E75-149,US officials,AFP_ENG_20030314.0238-E9-150,US
73,AFP_ENG_20030314.0238-E75,ORG-AFF,Employment,['USP'],AFP_ENG_20030314.0238-R19-1,NOM,NOM,4860,4871,US officials,AFP_ENG_20030314.0238-R19,Unspecified,Asserted,AFP_ENG_20030314.0238-E75-149,US officials,AFP_ENG_20030314.0238-E9-150,US
74,AFP_ENG_20030314.0238-E75,ORG-AFF,Employment,['USP'],AFP_ENG_20030314.0238-R19-1,NOM,NOM,4860,4871,US officials,AFP_ENG_20030314.0238-R19,Unspecified,Asserted,AFP_ENG_20030314.0238-E75-149,US officials,AFP_ENG_20030314.0238-E9-150,US
75,AFP_ENG_20030314.0238-E75,ORG-AFF,Employment,['USP'],AFP_ENG_20030314.0238-R19-1,NOM,NOM,4860,4871,US officials,AFP_ENG_20030314.0238-R19,Unspecified,Asserted,AFP_ENG_20030314.0238-E75-149,US officials,AFP_ENG_20030314.0238-E9-150,US
76,AFP_ENG_20030314.0238-E75,ORG-AFF,Employment,['USP'],AFP_ENG_20030314.0238-R19-1,NOM,NOM,4860,4871,US officials,AFP_ENG_20030314.0238-R19,Unspecified,Asserted,AFP_ENG_20030314.0238-E75-149,US officials,AFP_ENG_20030314.0238-E9-150,US
77,AFP_ENG_20030314.0238-E75,ORG-AFF,Employment,['USP'],AFP_ENG_20030314.0238-R19-1,NOM,NOM,4860,4871,US officials,AFP_ENG_20030314.0238-R19,Unspecified,Asserted,AFP_ENG_20030314.0238-E75-149,US officials,AFP_ENG_20030314.0238-E9-150,US
78,AFP_ENG_20030314.0238-E75,ORG-AFF,Employment,['USP'],AFP_ENG_20030314.0238-R19-1,NOM,NOM,4860,4871,US officials,AFP_ENG_20030314.0238-R19,Unspecified,Asserted,AFP_ENG_20030314.0238-E75-149,US officials,AFP_ENG_20030314.0238-E9-150,US
79,AFP_ENG_20030314.0238-E75,ORG-AFF,Employment,['USP'],AFP_ENG_20030314.0238-R19-1,NOM,NOM,4860,4871,US officials,AFP_ENG_20030314.0238-R19,Unspecified,Asserted,AFP_ENG_20030314.0238-E75-149,US officials,AFP_ENG_20030314.0238-E9-150,US
80,AFP_ENG_20030314.0238-E75,ORG-AFF,Employment,['USP'],AFP_ENG_20030314.0238-R19-1,NOM,NOM,4860,4871,US officials,AFP_ENG_20030314.0238-R19,Unspecified,Asserted,AFP_ENG_20030314.0238-E75-149,US officials,AFP_ENG_20030314.0238-E9-150,US
81,AFP_ENG_20030314.0238-E75,ORG-AFF,Employment,['USP'],AFP_ENG_20030314.0238-R19-1,NOM,NOM,4860,4871,US officials,AFP_ENG_20030314.0238-R19,Unspecified,Asserted,AFP_ENG_20030314.0238-E75-149,US officials,AFP_ENG_20030314.0238-E9-150,US
82,AFP_ENG_20030314.0238-E75,ORG-AFF,Employment,['USP'],AFP_ENG_20030314.0238-R19-1,NOM,NOM,4860,4871,US officials,AFP_ENG_20030314.0238-R19,Unspecified,Asserted,AFP_ENG_20030314.0238-E75-149,US officials,AFP_ENG_20030314.0238-E9-150,US
83,AFP_ENG_20030314.0238-E75,ORG-AFF,Employment,['USP'],AFP_ENG_20030314.0238-R19-1,NOM,NOM,4860,4871,US officials,AFP_ENG_20030314.0238-R19,Unspecified,Asserted,AFP_ENG_20030314.0238-E75-149,US officials,AFP_ENG_20030314.0238-E9-150,US
